,Q2,Q3,Q4,rawData
845,900,NaN,NaN,NaN
846,1339,NaN,NaN,NaN
847,3876,NaN,NaN,NaN
848,1631,NaN,NaN,NaN
849,1754,NaN,NaN,NaN
850,1096,NaN,NaN,NaN
851,4063,NaN,NaN,NaN
852,1600,NaN,NaN,NaN
853,981,NaN,NaN,NaN
854,1077,NaN,NaN,NaN
855,4214,NaN,NaN,NaN
856,2144,NaN,NaN,NaN
857,1314,NaN,NaN,NaN
858,1086,NaN,NaN,NaN
859,4501,NaN,NaN,NaN
860,1232,NaN,NaN,NaN
861,1346,NaN,NaN,NaN
862,1169,NaN,NaN,NaN
863,4308,NaN,NaN,NaN
864,1743,NaN,NaN,NaN
865,1315,NaN,NaN,NaN
866,1228,NaN,NaN,NaN
867,4720,NaN,NaN,NaN
868,1413,NaN,NaN,NaN
869,1399,NaN,NaN,NaN
870,1239,NaN,NaN,NaN
871,4287,NaN,NaN,NaN
872,1426,NaN,NaN,NaN
873,1104,NaN,NaN,NaN
874,918,NaN,NaN,NaN
